drive,seed,mode,separation,within_corr,across_corr,internal_spread,broken,collective_mean_norm,max_update_speed
1.4,31,random_matched,0.243985216649261,0.40364099482948884,0.15965577818022783,0.06030855708075033,25,2.7829876527295707e-15,3.000000000000997
1.4,32,stress,0.15568906973149416,0.29620279700947877,0.1405137272779846,0.08838883810202276,21,5.158533420022635e-16,3.0000000000009925
1.4,32,random_matched,0.13332341996285682,0.27498431374114607,0.14166089377828925,0.09676319702416755,21,3.73143638952288e-15,3.0000000000009988
1.4,33,stress,0.07620180174011787,0.23252066930246784,0.15631886756234997,0.12245256062928324,15,1.4212458387486928e-15,3.000000000000996
1.4,33,random_matched,0.13428222501231837,0.27788082731917996,0.14359860230686158,0.13892968203162231,15,1.628386240010014e-15,3.000000000000983
1.4,34,stress,0.16253061428129179,0.296697688666487,0.1341670743851952,0.09886854338650469,14,7.13353691902072e-16,3.0000000000009983
1.4,34,random_matched,0.11164189483730944,0.2560782578681123,0.14443636303080284,0.12291374159380228,14,5.07889325565782e-16,3.0000000000009988
1.4,35,stress,0.1385372765751048,0.28167157833380285,0.14313430175869804,0.06884499187718424,17,2.4032047603860196e-15,3.000000000000993
1.4,35,random_matched,0.1381217953581133,0.2823512386292189,0.1442294432711056,0.1134104810578378,17,6.735454684067108e-16,3.0000000000009988
1.4,36,stress,0.28029875466807586,0.45961442912574163,0.1793156744576658,0.054733282602857855,23,1.5709644901082305e-15,3.000000000000995
1.4,36,random_matched,0.15486271170996657,0.31907285278810354,0.16421014107813697,0.18061079115470371,23,8.8446328062406735e-16,3.0000000000009974
